,EGID,officialBuildingNo,east,north,originOfCoordinates,buildingStatus,buildingCategory,buildingClass,dateOfConstruction,periodOfConstruction,surfaceAreaOfBuilding,numberOfFloors,heatGeneratorHeating,energySourceHeating,informationSourceHeating,revisionDateHeating,heatGeneratorHotWater,revisionDateWarmWater,createDate,updateDate,EGAID,EntranceNo,IsOfficialAddress,CoordinateEast,CoordinateNorth,EWID,YearOfConstruction,NumberOfRooms,Floor,SurfaceArea
124,302009850,38543,2683906.0,1246668.0,909,1007,1060,1220,1959,8013,81,2,7400,7500,869,2010-02-19,7600,2010-02-19,2010-02-19,2015-04-09,,,,,,,,,,
125,302010354,1058,2683859.7,1246674.906,901,1004,1060,1220,1992-01,8018,404,6,7430,7520,859,2021-08-28,7630,2021-08-28,2010-02-19,2021-11-09,,,,,,,,,,
126,302010576,40694,2683950.0,1246680.0,909,1007,1080,1252,1956,8013,16,1,7430,7530,869,2010-02-19,,,2010-02-19,2015-04-09,,,,,,,,,,
127,302010751,RI02577,2683900.797,1246640.775,901,1004,1060,1242,1937-01,8012,250,1,7400,7500,859,2018-07-25,7600,2018-07-25,2010-02-19,2023-07-14,,,,,,,,,,
128,302010894,41686,2683893.0,1246650.0,909,1007,1060,1252,1959,8013,67,1,7400,7500,869,2010-02-19,7600,2010-02-19,2010-02-19,2015-04-09,,,,,,,,,,
129,302019921,2420,2683701.0,1246709.0,909,1007,1080,1274,2003,8020,2,1,7436,7599,869,2010-02-19,7699,2010-02-19,2010-02-19,2013-09-26,,,,,,,,,,
130,302020741,n.n.,2683936.211,1246837.54,901,1004,1060,1274,2005-01,8020,4,1,7400,7500,859,2021-04-03,7600,2021-04-03,2010-02-19,2023-07-14,,,,,,,,,,
131,302023533,RI01058,2683869.868,1246690.777,901,1004,1060,1274,1885-01,8011,27,1,7400,7500,859,2020-08-05,7600,2020-08-05,2010-02-19,2023-07-14,,,,,,,,,,
132,302030038,AA01976,2683724.731,1246668.447,901,1004,1060,1274,2012-05,8022,23,1,7400,7500,859,2020-11-11,7600,2020-11-11,2010-02-19,2023-07-14,,,,,,,,,,
133,302030039,1976,2683699.137,1246704.426,901,1004,1060,1231,2012-05,8022,254,1,7410,7501,859,2021-04-30,7650,2021-04-30,2010-02-19,2021-11-10,,,,,,,,,,
134,302030677,2887,2683898.118,1246672.083,901,1004,1030,1122,2012-05,8022,477,7,7410,7511,859,2020-11-11,7610,2020-11-11,2010-02-19,2021-11-10,101705044,8,1,2683899.289,1246672.876,1,2012,3,3105,105
135,302030677,2887,2683898.118,1246672.083,901,1004,1030,1122,2012-05,8022,477,7,7410,7511,859,2020-11-11,7610,2020-11-11,2010-02-19,2021-11-10,101705044,8,1,2683899.289,1246672.876,2,2012,2,3105,85
136,302030677,2887,2683898.118,1246672.083,901,1004,1030,1122,2012-05,8022,477,7,7410,7511,859,2020-11-11,7610,2020-11-11,2010-02-19,2021-11-10,101705044,8,1,2683899.289,1246672.876,3,2012,4,3104,125
137,302030677,2887,2683898.118,1246672.083,901,1004,1030,1122,2012-05,8022,477,7,7410,7511,859,2020-11-11,7610,2020-11-11,2010-02-19,2021-11-10,101705044,8,1,2683899.289,1246672.876,4,2012,5,3104,149
138,302030677,2887,2683898.118,1246672.083,901,1004,1030,1122,2012-05,8022,477,7,7410,7511,859,2020-11-11,7610,2020-11-11,2010-02-19,2021-11-10,101705044,8,1,2683899.289,1246672.876,5,2012,4,3103,125
139,302030677,2887,2683898.118,1246672.083,901,1004,1030,1122,2012-05,8022,477,7,7410,7511,859,2020-11-11,7610,2020-11-11,2010-02-19,2021-11-10,101705044,8,1,2683899.289,1246672.876,6,2012,5,3103,149
140,302030678,RI02886,2683879.359,1246647.593,901,1004,1030,1122,2012-05,8022,301,7,7410,7511,859,2020-11-11,7610,2020-11-11,2010-02-19,2023-04-20,101705045,11,1,2683878.505,1246645.864,1,2012,3,3105,129
141,302030678,RI02886,2683879.359,1246647.593,901,1004,1030,1122,2012-05,8022,301,7,7410,7511,859,2020-11-11,7610,2020-11-11,2010-02-19,2023-04-20,101705045,11,1,2683878.505,1246645.864,2,2012,4,3104,111
142,302030678,RI02886,2683879.359,1246647.593,901,1004,1030,1122,2012-05,8022,301,7,7410,7511,859,2020-11-11,7610,2020-11-11,2010-02-19,2023-04-20,101705045,11,1,2683878.505,1246645.864,3,2012,4,3104,112
143,302030678,RI02886,2683879.359,1246647.593,901,1004,1030,1122,2012-05,8022,301,7,7410,7511,859,2020-11-11,7610,2020-11-11,2010-02-19,2023-04-20,101705045,11,1,2683878.505,1246645.864,4,2012,4,3103,111
144,302030678,RI02886,2683879.359,1246647.593,901,1004,1030,1122,2012-05,8022,301,7,7410,7511,859,2020-11-11,7610,2020-11-11,2010-02-19,2023-04-20,101705045,11,1,2683878.505,1246645.864,5,2012,4,3103,112
145,302030678,RI02886,2683879.359,1246647.593,901,1004,1030,1122,2012-05,8022,301,7,7410,7511,859,2020-11-11,7610,2020-11-11,2010-02-19,2023-04-20,101705045,11,1,2683878.505,1246645.864,6,2012,4,3102,111
146,302030678,RI02886,2683879.359,1246647.593,901,1004,1030,1122,2012-05,8022,301,7,7410,7511,859,2020-11-11,7610,2020-11-11,2010-02-19,2023-04-20,101705045,11,1,2683878.505,1246645.864,7,2012,4,3102,112
147,302030678,RI02886,2683879.359,1246647.593,901,1004,1030,1122,2012-05,8022,301,7,7410,7511,859,2020-11-11,7610,2020-11-11,2010-02-19,2023-04-20,101705045,11,1,2683878.505,1246645.864,8,2012,4,3101,111
148,302030678,RI02886,2683879.359,1246647.593,901,1004,1030,1122,2012-05,8022,301,7,7410,7511,859,2020-11-11,7610,2020-11-11,2010-02-19,2023-04-20,101705045,11,1,2683878.505,1246645.864,9,2012,4,3101,112
149,302031090,HO01015,2683870.847,1246758.842,905,1007,1080,1242,1842-01,8011,46,1,7400,7500,859,2020-09-25,7600,2020-09-25,2014-08-14,2022-11-03,,,,,,,,,,
150,302031381,RI02886,2683887.974,1246658.99,901,1004,1080,1242,2012-07,8022,401,1,7400,7500,859,2020-11-11,7600,2020-11-11,2010-02-19,2023-04-20,,,,,,,,,,
151,302032869,n.n.,2683778.461,1246752.676,901,1004,1080,1274,1962-01,8014,46,1,7400,7500,859,2018-11-24,7600,2018-11-24,2014-08-14,2024-02-01,,,,,,,,,,
152,302032896,n.n.,2683831.07,1246816.919,905,1004,1080,1242,1991-01,8018,5103,3,7400,7500,859,2021-08-16,7600,2021-08-16,2014-08-14,2022-10-19,,,,,,,,,,
153,302040010,10,2683710.752,1246877.445,901,1004,1060,1220,1780-01,8011,99,5,7430,7520,859,2020-11-26,7630,2020-11-26,2010-02-19,2021-11-10,,,,,,,,,,
154,302040082,AA00243,2683755.866,1246833.472,901,1004,1060,1220,1983-01,8016,349,4,7430,7530,859,2021-02-23,7630,2021-02-23,2010-02-19,2023-11-20,,,,,,,,,,
155,302040093,255,2683722.655,1246876.526,901,1004,1030,1122,1983-01,8016,176,8,7430,7520,859,2018-01-03,7630,2018-01-03,2010-02-19,2022-05-30,101706617,30,1,2683714.54,1246871.119,1,1999,4,3101,101
156,302040093,255,2683722.655,1246876.526,901,1004,1030,1122,1983-01,8016,176,8,7430,7520,859,2018-01-03,7630,2018-01-03,2010-02-19,2022-05-30,101706617,30,1,2683714.54,1246871.119,2,1999,4,3101,101
157,302040093,255,2683722.655,1246876.526,901,1004,1030,1122,1983-01,8016,176,8,7430,7520,859,2018-01-03,7630,2018-01-03,2010-02-19,2022-05-30,101706617,30,1,2683714.54,1246871.119,3,1999,4,3101,101
158,302040093,255,2683722.655,1246876.526,901,1004,1030,1122,1983-01,8016,176,8,7430,7520,859,2018-01-03,7630,2018-01-03,2010-02-19,2022-05-30,101706617,30,1,2683714.54,1246871.119,4,1999,5,3103,131
159,302040093,255,2683722.655,1246876.526,901,1004,1030,1122,1983-01,8016,176,8,7430,7520,859,2018-01-03,7630,2018-01-03,2010-02-19,2022-05-30,101706617,30,1,2683714.54,1246871.119,5,1999,5,3103,131
160,302040093,255,2683722.655,1246876.526,901,1004,1030,1122,1983-01,8016,176,8,7430,7520,859,2018-01-03,7630,2018-01-03,2010-02-19,2022-05-30,101706617,30,1,2683714.54,1246871.119,6,1999,5,3103,131
161,302040093,255,2683722.655,1246876.526,901,1004,1030,1122,1983-01,8016,176,8,7430,7520,859,2018-01-03,7630,2018-01-03,2010-02-19,2022-05-30,101706617,30,1,2683714.54,1246871.119,7,1999,1,3104,29
162,302040093,255,2683722.655,1246876.526,901,1004,1030,1122,1983-01,8016,176,8,7430,7520,859,2018-01-03,7630,2018-01-03,2010-02-19,2022-05-30,101706617,30,1,2683714.54,1246871.119,8,1999,1,3104,29
163,302040093,255,2683722.655,1246876.526,901,1004,1030,1122,1983-01,8016,176,8,7430,7520,859,2018-01-03,7630,2018-01-03,2010-02-19,2022-05-30,101706617,30,1,2683714.54,1246871.119,9,1999,1,3104,29
164,302040155,463,2683891.567,1246856.57,901,1004,1060,1263,1966-01,8014,2726,6,7430,7520,859,2019-06-30,7630,2019-06-30,2010-02-19,2022-03-30,,,,,,,,,,
165,302040160,AA00484,2683831.634,1246951.933,904,1004,1080,1242,1968-01,8014,5704,5,7410,7513,855,2023-06-26,7610,2023-06-26,2010-02-19,2023-06-26,,,,,,,,,,
166,302040267,882,2683818.919,1246694.284,901,1004,1060,1220,1863-01,8011,203,7,7430,7520,859,2020-06-17,7630,2020-06-17,2010-02-19,2021-11-08,,,,,,,,,,
167,302040277,AA00934,2683810.908,1246940.699,901,1004,1020,1110,1834-01,8011,471,2,7430,7520,859,2018-12-17,7630,2018-12-17,2010-02-19,2023-12-02,101707820,24,1,2683782.686,1246981.348,1,1999,5,3100,400
168,302040297,AA01033,2683859.129,1246777.265,901,1004,1080,1241,1991-01,8018,1131,1,7400,7500,859,2020-06-21,7600,2020-06-21,2010-02-19,2023-08-08,,,,,,,,,,
169,302040302,1064,2683725.288,1246784.279,901,1004,1060,1261,1899-01,8011,1129,5,7430,7520,859,2014-10-07,7630,2014-10-07,2010-02-19,2021-11-10,,,,,,,,,,
170,302040318,AA01100,2683799.697,1246950.106,901,1004,1060,1274,1910-01,8011,13,1,7400,7500,859,2018-07-26,7600,2018-07-26,2010-02-19,2023-12-02,,,,,,,,,,
171,302040321,1132,2683805.0,1246750.0,909,1007,1060,1274,1912,8011,36,1,,,,,7600,2010-02-19,2010-02-19,2015-04-09,,,,,,,,,,
172,302040849,n.n.,2683773.958,1246855.064,901,1004,1060,1230,1960-01,8013,58,2,7400,7500,859,2021-01-29,7600,2021-01-29,2010-02-19,2023-12-24,,,,,,,,,,
173,302040855,n.n.,2683874.571,1246922.123,901,1004,1060,1274,1913-01,8011,9,1,7400,7500,859,2019-06-30,7600,2019-06-30,2010-02-19,2023-07-14,,,,,,,,,,
174,302040856,n.n.,2683903.424,1246915.376,901,1004,1060,1274,1913-01,8011,15,1,7400,7500,859,2019-06-30,7600,2019-06-30,2010-02-19,2023-07-14,,,,,,,,,,
175,302060854,9155,2683789.461,1246840.053,901,1004,1060,1241,2010-01,8021,49,2,7410,7501,859,2020-11-10,7610,2020-11-10,2011-10-25,2023-07-14,,,,,,,,,,
176,302061128,n.n.,2683780.654,1246721.308,904,1004,1080,1274,2010-01,8021,38,1,7400,7500,859,2020-11-10,7600,2020-11-10,2014-08-14,2024-02-01,,,,,,,,,,
177,302061129,AA01990,2683766.415,1246668.056,901,1004,1080,1274,2010-01,8021,35,1,7400,7500,859,2020-11-10,7600,2020-11-10,2014-08-14,2023-05-05,,,,,,,,,,
178,302061783,n.n.,2683795.638,1246887.795,901,1004,1080,1241,2011-01,8022,389,1,7400,7500,859,2020-11-10,7600,2020-11-10,2014-08-14,2024-02-02,,,,,,,,,,
179,302061784,n.n.,2683764.294,1246918.532,901,1004,1080,1241,2011-01,8022,1084,1,7400,7500,859,2020-11-10,7600,2020-11-10,2014-08-14,2023-12-24,,,,,,,,,,
180,302061792,n.n.,2683763.578,1246872.214,901,1004,1060,1220,2011-01,8022,78,1,7400,7500,859,2020-11-10,7600,2020-11-10,2014-08-14,2024-02-04,,,,,,,,,,
181,302062736,n.n.,2683857.139,1246943.412,901,1004,1060,1265,2015-06,8022,67,1,7400,7500,859,2020-11-10,7600,2020-11-10,2016-07-20,2022-10-19,,,,,,,,,,
182,302063761,n.n.,2683905.576,1246706.452,901,1004,1080,1274,2016-06,8023,148,2,7400,7500,859,2020-11-10,7600,2020-11-10,2017-07-19,2024-02-01,,,,,,,,,,
183,302065382,n.n.,2683886.56,1246743.76,904,1003,1060,1220,,,746,2,7400,7500,859,2021-06-07,7600,2021-06-07,2020-09-04,2023-03-06,,,,,,,,,,
184,302065558,n.n.,2683831.329,1246729.639,901,1002,1080,1274,,,11,1,7400,7500,869,2023-07-19,7600,2023-07-19,2023-07-19,2024-04-22,,,,,,,,,,
185,302065674,n.n.,2683793.048,1246833.098,901,1004,1060,1274,2019-06,8023,41,1,7400,7500,859,2020-11-10,7600,2020-11-10,2020-07-14,2023-07-14,,,,,,,,,,
186,3169019,AA00255,2683745.504,1246876.382,901,1004,1030,1122,1983-01,8016,539,7,7430,7530,859,2021-03-03,7630,2021-03-03,2001-11-29,2022-12-01,101196666,28,1,2683735.575,1246892.267,1,1999,4,3102,101
187,3169019,AA00255,2683745.504,1246876.382,901,1004,1030,1122,1983-01,8016,539,7,7430,7530,859,2021-03-03,7630,2021-03-03,2001-11-29,2022-12-01,101196666,28,1,2683735.575,1246892.267,16,1999,3,3103,76
188,3169019,AA00255,2683745.504,1246876.382,901,1004,1030,1122,1983-01,8016,539,7,7430,7530,859,2021-03-03,7630,2021-03-03,2001-11-29,2022-12-01,101196666,28,1,2683735.575,1246892.267,17,1999,3,3101,76
189,3169019,AA00255,2683745.504,1246876.382,901,1004,1030,1122,1983-01,8016,539,7,7430,7530,859,2021-03-03,7630,2021-03-03,2001-11-29,2022-12-01,101196666,28,1,2683735.575,1246892.267,18,1999,3,3103,76
190,3169019,AA00255,2683745.504,1246876.382,901,1004,1030,1122,1983-01,8016,539,7,7430,7530,859,2021-03-03,7630,2021-03-03,2001-11-29,2022-12-01,101196666,28,1,2683735.575,1246892.267,19,1999,3,3103,76
191,3169019,AA00255,2683745.504,1246876.382,901,1004,1030,1122,1983-01,8016,539,7,7430,7530,859,2021-03-03,7630,2021-03-03,2001-11-29,2022-12-01,101196666,28,1,2683735.575,1246892.267,20,1999,3,3103,76
192,3169019,AA00255,2683745.504,1246876.382,901,1004,1030,1122,1983-01,8016,539,7,7430,7530,859,2021-03-03,7630,2021-03-03,2001-11-29,2022-12-01,101196666,28,1,2683735.575,1246892.267,21,1999,3,3103,76
193,3169019,AA00255,2683745.504,1246876.382,901,1004,1030,1122,1983-01,8016,539,7,7430,7530,859,2021-03-03,7630,2021-03-03,2001-11-29,2022-12-01,101196666,28,1,2683735.575,1246892.267,22,1999,3,3101,76
194,3169019,AA00255,2683745.504,1246876.382,901,1004,1030,1122,1983-01,8016,539,7,7430,7530,859,2021-03-03,7630,2021-03-03,2001-11-29,2022-12-01,101196666,28,1,2683735.575,1246892.267,23,1999,3,3101,76
195,3169019,AA00255,2683745.504,1246876.382,901,1004,1030,1122,1983-01,8016,539,7,7430,7530,859,2021-03-03,7630,2021-03-03,2001-11-29,2022-12-01,101196666,28,1,2683735.575,1246892.267,24,1999,3,3101,76
196,3169019,AA00255,2683745.504,1246876.382,901,1004,1030,1122,1983-01,8016,539,7,7430,7530,859,2021-03-03,7630,2021-03-03,2001-11-29,2022-12-01,101196666,28,1,2683735.575,1246892.267,25,1999,3,3103,76
197,3169019,AA00255,2683745.504,1246876.382,901,1004,1030,1122,1983-01,8016,539,7,7430,7530,859,2021-03-03,7630,2021-03-03,2001-11-29,2022-12-01,101196666,28,1,2683735.575,1246892.267,26,1999,3,3101,76
198,3169019,AA00255,2683745.504,1246876.382,901,1004,1030,1122,1983-01,8016,539,7,7430,7530,859,2021-03-03,7630,2021-03-03,2001-11-29,2022-12-01,101196666,28,1,2683735.575,1246892.267,27,1999,2,3101,120
199,3169019,AA00255,2683745.504,1246876.382,901,1004,1030,1122,1983-01,8016,539,7,7430,7530,859,2021-03-03,7630,2021-03-03,2001-11-29,2022-12-01,101196666,28,1,2683735.575,1246892.267,28,2012,4,3103,163
200,3169019,AA00255,2683745.504,1246876.382,901,1004,1030,1122,1983-01,8016,539,7,7430,7530,859,2021-03-03,7630,2021-03-03,2001-11-29,2022-12-01,101196666,28,1,2683735.575,1246892.267,29,2012,3,3103,164
201,3169019,AA00255,2683745.504,1246876.382,901,1004,1030,1122,1983-01,8016,539,7,7430,7530,859,2021-03-03,7630,2021-03-03,2001-11-29,2022-12-01,101196666,28,1,2683735.575,1246892.267,30,2012,4,3104,160
202,3169019,AA00255,2683745.504,1246876.382,901,1004,1030,1122,1983-01,8016,539,7,7430,7530,859,2021-03-03,7630,2021-03-03,2001-11-29,2022-12-01,101196666,28,1,2683735.575,1246892.267,31,2012,1,3103,30
203,3169019,AA00255,2683745.504,1246876.382,901,1004,1030,1122,1983-01,8016,539,7,7430,7530,859,2021-03-03,7630,2021-03-03,2001-11-29,2022-12-01,101196666,28,1,2683735.575,1246892.267,32,2012,1,3101,30
204,3169019,AA00255,2683745.504,1246876.382,901,1004,1030,1122,1983-01,8016,539,7,7430,7530,859,2021-03-03,7630,2021-03-03,2001-11-29,2022-12-01,101196666,28,1,2683735.575,1246892.267,33,2012,1,3103,32
205,3169019,AA00255,2683745.504,1246876.382,901,1004,1030,1122,1983-01,8016,539,7,7430,7530,859,2021-03-03,7630,2021-03-03,2001-11-29,2022-12-01,101196666,28,1,2683735.575,1246892.267,34,2012,4,3101,103
206,3169019,AA00255,2683745.504,1246876.382,901,1004,1030,1122,1983-01,8016,539,7,7430,7530,859,2021-03-03,7630,2021-03-03,2001-11-29,2022-12-01,101196666,28,1,2683735.575,1246892.267,35,2012,2,3101,74
207,3169019,AA00255,2683745.504,1246876.382,901,1004,1030,1122,1983-01,8016,539,7,7430,7530,859,2021-03-03,7630,2021-03-03,2001-11-29,2022-12-01,101196666,28,1,2683735.575,1246892.267,36,2012,3,3101,127
208,3169019,AA00255,2683745.504,1246876.382,901,1004,1030,1122,1983-01,8016,539,7,7430,7530,859,2021-03-03,7630,2021-03-03,2001-11-29,2022-12-01,101196666,28,1,2683735.575,1246892.267,37,2012,3,3101,134
209,3169019,AA00255,2683745.504,1246876.382,901,1004,1030,1122,1983-01,8016,539,7,7430,7530,859,2021-03-03,7630,2021-03-03,2001-11-29,2022-12-01,101196666,28,1,2683735.575,1246892.267,38,2012,3,3101,134
210,3169019,AA00255,2683745.504,1246876.382,901,1004,1030,1122,1983-01,8016,539,7,7430,7530,859,2021-03-03,7630,2021-03-03,2001-11-29,2022-12-01,101196666,28,1,2683735.575,1246892.267,39,2012,2,3101,126
211,3169019,AA00255,2683745.504,1246876.382,901,1004,1030,1122,1983-01,8016,539,7,7430,7530,859,2021-03-03,7630,2021-03-03,2001-11-29,2022-12-01,101196666,28,1,2683735.575,1246892.267,40,1999,2,3100,135
212,3169019,AA00255,2683745.504,1246876.382,901,1004,1030,1122,1983-01,8016,539,7,7430,7530,859,2021-03-03,7630,2021-03-03,2001-11-29,2022-12-01,101196666,28,1,2683735.575,1246892.267,41,2012,2,3100,135
213,3169019,AA00255,2683745.504,1246876.382,901,1004,1030,1122,1983-01,8016,539,7,7430,7530,859,2021-03-03,7630,2021-03-03,2001-11-29,2022-12-01,101196666,28,1,2683735.575,1246892.267,43,1999,2,3101,73
214,3169019,AA00255,2683745.504,1246876.382,901,1004,1030,1122,1983-01,8016,539,7,7430,7530,859,2021-03-03,7630,2021-03-03,2001-11-29,2022-12-01,101196666,28,1,2683735.575,1246892.267,42,1999,2,3101,52
215,3169023,AA00031,2683781.147,1246793.376,901,1004,1040,1220,1990-01,8017,665,8,7460,7580,859,2024-01-23,7660,2024-01-23,2001-11-29,2024-04-27,101196670,10,1,2683784.256,1246789.454,1,1999,3,3104,96
216,3169023,AA00031,2683781.147,1246793.376,901,1004,1040,1220,1990-01,8017,665,8,7460,7580,859,2024-01-23,7660,2024-01-23,2001-11-29,2024-04-27,101196670,10,1,2683784.256,1246789.454,2,1999,2,3104,85
217,3169023,AA00031,2683781.147,1246793.376,901,1004,1040,1220,1990-01,8017,665,8,7460,7580,859,2024-01-23,7660,2024-01-23,2001-11-29,2024-04-27,101196670,10,1,2683784.256,1246789.454,3,1999,3,3103,109
218,3169023,AA00031,2683781.147,1246793.376,901,1004,1040,1220,1990-01,8017,665,8,7460,7580,859,2024-01-23,7660,2024-01-23,2001-11-29,2024-04-27,101196670,10,1,2683784.256,1246789.454,4,1999,2,3103,103
219,3170212,1003,2683664.621,1246832.658,901,1004,1040,1220,1891-01,8011,171,6,7430,7520,859,2018-07-26,7630,2018-07-26,2001-11-29,2021-11-09,101214498,4,1,2683664.697,1246832.098,1,1999,3,3104,76
220,3170225,61,2683753.451,1246769.405,901,1004,1060,1220,1962-01,8014,727,8,7430,7520,859,2020-12-16,7630,2020-12-16,2001-11-29,2022-03-31,,,,,,,,,,
221,3170228,27,2683725.271,1246856.991,901,1004,1030,1122,1812-01,8011,218,7,7430,7520,859,2021-08-17,7630,2021-08-17,2001-11-29,2021-11-15,101213031,26,1,2683724.866,1246856.243,1,1999,4,3101,143
222,3170228,27,2683725.271,1246856.991,901,1004,1030,1122,1812-01,8011,218,7,7430,7520,859,2021-08-17,7630,2021-08-17,2001-11-29,2021-11-15,101213031,26,1,2683724.866,1246856.243,2,1999,5,3102,153
223,3170228,27,2683725.271,1246856.991,901,1004,1030,1122,1812-01,8011,218,7,7430,7520,859,2021-08-17,7630,2021-08-17,2001-11-29,2021-11-15,101213031,26,1,2683724.866,1246856.243,3,1999,4,3104,125
224,3170228,27,2683725.271,1246856.991,901,1004,1030,1122,1812-01,8011,218,7,7430,7520,859,2021-08-17,7630,2021-08-17,2001-11-29,2021-11-15,101213031,26,1,2683724.866,1246856.243,4,1999,4,3103,151
225,9011610,889,2683809.471,1246680.267,901,1004,1060,1220,1955-01,8013,228,7,7430,7520,859,2018-01-03,7630,2018-01-03,2001-11-29,2021-11-10,,,,,,,,,,
226,9011631,882,2683803.366,1246706.992,901,1004,1060,1220,1863-01,8011,442,7,7430,7520,859,2020-06-17,7630,2020-06-17,2001-11-29,2021-11-10,,,,,,,,,,
227,9011859,877,2683769.166,1246682.971,901,1004,1060,1220,1863-01,8011,233,7,7430,7520,859,2018-01-03,7630,2018-01-03,2001-11-29,2021-11-09,,,,,,,,,,
228,9040604,39181,2683885.0,1246650.0,909,1007,1060,1220,1851,8011,338,5,7430,7530,869,2001-11-29,7630,2001-11-29,2001-11-29,2015-04-09,,,,,,,,,,
229,140150,38595,2684790.0,1244940.0,909,1007,1060,1274,1977,8015,69,1,7400,7500,869,2001-11-29,7630,2001-11-29,2001-11-29,2015-04-09,,,,,,,,,,
230,159218,1325,2684828.573,1244967.007,901,1004,1040,1241,1893-01,8011,258,4,7430,7520,859,2021-05-28,7630,2021-05-28,2001-11-29,2022-04-09,100201184,251,1,2684828.872,1244966.293,1,1999,5,3101,101
231,159218,1325,2684828.573,1244967.007,901,1004,1040,1241,1893-01,8011,258,4,7430,7520,859,2021-05-28,7630,2021-05-28,2001-11-29,2022-04-09,100201184,251,1,2684828.872,1244966.293,2,1999,6,3101,120
232,159689,2919,2684888.372,1245123.174,901,1004,1020,1110,1986-01,8017,76,3,7430,7520,859,2018-11-24,7630,2018-11-24,2001-11-29,2021-11-24,100146601,21,1,2684888.645,1245122.812,1,1999,6,3100,202
233,159690,2918,2684892.162,1245117.507,901,1004,1020,1110,1986-01,8017,74,3,7430,7520,859,2018-11-24,7630,2018-11-24,2001-11-29,2021-11-25,100146602,19,1,2684892.123,1245117.171,1,1999,6,3100,202
234,159691,2917,2684895.767,1245111.46,901,1004,1020,1110,1986-01,8017,79,3,7430,7520,859,2018-11-24,7630,2018-11-24,2001-11-29,2021-11-10,100146603,17,1,2684895.446,1245111.064,1,1999,5,3100,202
235,159692,RI00372,2684852.671,1245050.954,901,1004,1020,1122,1950-01,8013,231,6,7430,7530,859,2019-03-19,7630,2019-03-19,2001-11-29,2023-08-23,100146604,2,1,2684850.695,1245054.106,1,1999,4,3103,92
236,159692,RI00372,2684852.671,1245050.954,901,1004,1020,1122,1950-01,8013,231,6,7430,7530,859,2019-03-19,7630,2019-03-19,2001-11-29,2023-08-23,100146604,2,1,2684850.695,1245054.106,2,1999,4,3103,88
237,159692,RI00372,2684852.671,1245050.954,901,1004,1020,1122,1950-01,8013,231,6,7430,7530,859,2019-03-19,7630,2019-03-19,2001-11-29,2023-08-23,100146604,2,1,2684850.695,1245054.106,3,1999,4,3102,88
238,159692,RI00372,2684852.671,1245050.954,901,1004,1020,1122,1950-01,8013,231,6,7430,7530,859,2019-03-19,7630,2019-03-19,2001-11-29,2023-08-23,100146604,2,1,2684850.695,1245054.106,4,1999,4,3100,92
239,159692,RI00372,2684852.671,1245050.954,901,1004,1020,1122,1950-01,8013,231,6,7430,7530,859,2019-03-19,7630,2019-03-19,2001-11-29,2023-08-23,100146604,2,1,2684850.695,1245054.106,5,1999,4,3100,88
240,159692,RI00372,2684852.671,1245050.954,901,1004,1020,1122,1950-01,8013,231,6,7430,7530,859,2019-03-19,7630,2019-03-19,2001-11-29,2023-08-23,100146604,2,1,2684850.695,1245054.106,6,1999,4,3101,88
